"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]"
"Vantaa Helsinki-Vantaa airport","2023","5","7","04:40","-2.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","04:50","-2.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","05:00","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","05:10","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","05:20","-2.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","05:30","-3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","05:40","-2.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","05:50","-2.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","06:00","-2.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","06:10","-2.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","06:20","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","06:30","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","06:40","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","06:50","0"
"Vantaa Helsinki-Vantaa airport","2023","5","7","07:00","0.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","07:10","1.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","07:20","2.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","07:30","2.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","07:40","2.9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","07:50","3.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","08:00","3.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","08:10","4.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","08:20","4.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","08:30","4.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","08:40","4.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","08:50","5.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","09:00","5.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","09:10","6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","09:20","6.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","09:30","6.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","09:40","7.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","09:50","7.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","10:00","7.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","10:10","7.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","10:20","7.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","10:30","8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","10:40","7.9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","10:50","8.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","11:00","8.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","11:10","8.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","11:20","8.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","11:30","8.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","11:40","8.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","11:50","9.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","12:00","9.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","12:10","9.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","12:20","9.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","12:30","9.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","12:40","9.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","12:50","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","13:00","9.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","13:10","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","13:20","9.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","13:30","10"
"Vantaa Helsinki-Vantaa airport","2023","5","7","13:40","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","13:50","10.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","14:00","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","14:10","10"
"Vantaa Helsinki-Vantaa airport","2023","5","7","14:20","10.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","14:30","10.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","14:40","10.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","14:50","10.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","15:00","10.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","15:10","10.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","15:20","10.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","15:30","10.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","15:40","10.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","15:50","10.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","16:00","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","16:10","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","16:20","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","16:30","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","16:40","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","16:50","11.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","17:00","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","17:10","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","17:20","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","17:30","11"
"Vantaa Helsinki-Vantaa airport","2023","5","7","17:40","10.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","17:50","11"
"Vantaa Helsinki-Vantaa airport","2023","5","7","18:00","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","18:10","10.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","18:20","10.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","18:30","10.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","18:40","10.6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","18:50","10.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","19:00","10.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","19:10","10.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","19:20","10.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","19:30","10.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","19:40","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","19:50","9.5"
"Vantaa Helsinki-Vantaa airport","2023","5","7","20:00","9.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","20:10","9.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","20:20","9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","20:30","8.9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","20:40","8.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","20:50","8.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","21:00","8.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","21:10","8.2"
"Vantaa Helsinki-Vantaa airport","2023","5","7","21:20","7.9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","21:30","7.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","21:40","7.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","21:50","7.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","22:00","6.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","22:10","6.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","22:20","6.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","22:30","6"
"Vantaa Helsinki-Vantaa airport","2023","5","7","22:40","5.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","22:50","5.7"
"Vantaa Helsinki-Vantaa airport","2023","5","7","23:00","5.4"
"Vantaa Helsinki-Vantaa airport","2023","5","7","23:10","5.3"
"Vantaa Helsinki-Vantaa airport","2023","5","7","23:20","5.1"
"Vantaa Helsinki-Vantaa airport","2023","5","7","23:30","4.9"
"Vantaa Helsinki-Vantaa airport","2023","5","7","23:40","4.8"
"Vantaa Helsinki-Vantaa airport","2023","5","7","23:50","4.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","00:00","4.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","00:10","3.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","00:20","2.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","00:30","3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","00:40","3.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","00:50","3.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","01:00","3.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","01:10","1.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","01:20","3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","01:30","2.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","01:40","0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","01:50","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","02:00","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","02:10","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","02:20","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","02:30","-1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","02:40","-0.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","02:50","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","03:00","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","03:10","0.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","03:20","1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","03:30","1.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","03:40","2.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","03:50","1.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","04:00","0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","04:10","0.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","04:20","1.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","04:30","2.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","04:40","0.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","04:50","2.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","05:00","0.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","05:10","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","05:20","0.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","05:30","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","05:40","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","05:50","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","06:00","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","06:10","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","06:20","0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","06:30","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","06:40","0.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","06:50","0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","07:00","2.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","07:10","4.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","07:20","4.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","07:30","4.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","07:40","5.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","07:50","5.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","08:00","6.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","08:10","6.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","08:20","7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","08:30","7.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","08:40","7.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","08:50","7.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","09:00","8.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","09:10","8.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","09:20","8.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","09:30","8.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","09:40","8.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","09:50","9.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","10:00","9.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","10:10","9.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","10:20","9.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","10:30","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","10:40","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","10:50","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","11:00","10.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","11:10","10.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","11:20","10.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","11:30","10.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","11:40","11"
"Vantaa Helsinki-Vantaa airport","2023","5","8","11:50","11.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","12:00","11.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","12:10","11.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","12:20","11.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","12:30","11.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","12:40","11.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","12:50","12"
"Vantaa Helsinki-Vantaa airport","2023","5","8","13:00","12"
"Vantaa Helsinki-Vantaa airport","2023","5","8","13:10","12.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","13:20","12.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","13:30","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","13:40","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","13:50","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","14:00","12.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","14:10","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","14:20","12.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","14:30","12.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","14:40","13"
"Vantaa Helsinki-Vantaa airport","2023","5","8","14:50","12.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","15:00","12.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","15:10","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","15:20","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","15:30","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","15:40","13.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","15:50","13.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","16:00","13.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","16:10","13.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","16:20","13.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","16:30","13.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","16:40","13.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","16:50","13.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","17:00","13.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","17:10","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","17:20","13.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","17:30","13.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","17:40","13.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","17:50","13.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","18:00","13.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","18:10","13.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","18:20","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","18:30","13.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","18:40","13.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","18:50","13"
"Vantaa Helsinki-Vantaa airport","2023","5","8","19:00","13"
"Vantaa Helsinki-Vantaa airport","2023","5","8","19:10","13"
"Vantaa Helsinki-Vantaa airport","2023","5","8","19:20","13"
"Vantaa Helsinki-Vantaa airport","2023","5","8","19:30","12.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","19:40","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","19:50","12.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","20:00","12.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","20:10","12"
"Vantaa Helsinki-Vantaa airport","2023","5","8","20:20","11.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","20:30","11.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","20:40","11.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","20:50","11.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","21:00","11"
"Vantaa Helsinki-Vantaa airport","2023","5","8","21:10","10.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","21:20","10.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","21:30","10"
"Vantaa Helsinki-Vantaa airport","2023","5","8","21:40","9.6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","21:50","8.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","22:00","8.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","22:10","8.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","22:20","8.4"
"Vantaa Helsinki-Vantaa airport","2023","5","8","22:30","8.3"
"Vantaa Helsinki-Vantaa airport","2023","5","8","22:40","8.2"
"Vantaa Helsinki-Vantaa airport","2023","5","8","22:50","7.8"
"Vantaa Helsinki-Vantaa airport","2023","5","8","23:00","7.5"
"Vantaa Helsinki-Vantaa airport","2023","5","8","23:10","7.7"
"Vantaa Helsinki-Vantaa airport","2023","5","8","23:20","6.9"
"Vantaa Helsinki-Vantaa airport","2023","5","8","23:30","6"
"Vantaa Helsinki-Vantaa airport","2023","5","8","23:40","6.1"
"Vantaa Helsinki-Vantaa airport","2023","5","8","23:50","6.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","00:00","5.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","00:10","5.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","00:20","5.4"
"Vantaa Helsinki-Vantaa airport","2023","5","9","00:30","5.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","00:40","5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","00:50","5.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","01:00","5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","01:10","5.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","01:20","5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","01:30","3.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","01:40","2.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","01:50","1.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","02:00","4.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","02:10","1.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","02:20","0.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","02:30","1.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","02:40","0.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","02:50","0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","03:00","0.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","03:10","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","5","9","03:20","0"
"Vantaa Helsinki-Vantaa airport","2023","5","9","03:30","1.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","03:40","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","03:50","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","04:00","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","04:10","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","04:20","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","04:30","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","04:40","-1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","04:50","-1.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","05:00","-1.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","05:10","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","05:20","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","05:30","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","05:40","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","05:50","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","5","9","06:00","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","06:10","-0.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","06:20","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","06:30","-0.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","06:40","0.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","06:50","1.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","07:00","2.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","07:10","4.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","07:20","5.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","07:30","5.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","07:40","6.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","07:50","7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","08:00","7.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","08:10","7.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","08:20","8.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","08:30","8.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","08:40","8.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","08:50","9.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","09:00","9.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","09:10","9.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","09:20","10.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","09:30","10.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","09:40","10.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","09:50","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","10:00","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","10:10","11.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","10:20","11.4"
"Vantaa Helsinki-Vantaa airport","2023","5","9","10:30","11.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","10:40","12.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","10:50","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","11:00","12.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","11:10","12.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","11:20","13.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","11:30","12.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","11:40","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","11:50","13.4"
"Vantaa Helsinki-Vantaa airport","2023","5","9","12:00","13.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","12:10","14.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","12:20","13.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","12:30","14"
"Vantaa Helsinki-Vantaa airport","2023","5","9","12:40","13.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","12:50","14.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","13:00","14.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","13:10","14.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","13:20","14.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","13:30","14.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","13:40","14.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","13:50","14.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","14:00","14.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","14:10","14.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","14:20","14.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","14:30","14.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","14:40","15.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","14:50","15.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","15:00","15.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","15:10","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","15:20","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","15:30","15.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","15:40","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","15:50","15.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","16:00","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","16:10","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","16:20","15.1"
"Vantaa Helsinki-Vantaa airport","2023","5","9","16:30","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","16:40","15.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","16:50","14.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","17:00","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","17:10","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","17:20","14.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","17:30","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","17:40","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","17:50","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","18:00","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","18:10","14.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","18:20","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","18:30","15"
"Vantaa Helsinki-Vantaa airport","2023","5","9","18:40","14.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","18:50","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","19:00","14.9"
"Vantaa Helsinki-Vantaa airport","2023","5","9","19:10","14.7"
"Vantaa Helsinki-Vantaa airport","2023","5","9","19:20","14.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","19:30","14.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","19:40","14.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","19:50","14.4"
"Vantaa Helsinki-Vantaa airport","2023","5","9","20:00","14.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","20:10","14.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","20:20","13.8"
"Vantaa Helsinki-Vantaa airport","2023","5","9","20:30","13.5"
"Vantaa Helsinki-Vantaa airport","2023","5","9","20:40","13.3"
"Vantaa Helsinki-Vantaa airport","2023","5","9","20:50","12.6"
"Vantaa Helsinki-Vantaa airport","2023","5","9","21:00","12.2"
"Vantaa Helsinki-Vantaa airport","2023","5","9","21:10","11.9"
